City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Bouna,CI,9.2667,-3.0,76.37,67,10,3.87,clear sky
345,Bengkulu,ID,-3.8004,102.2655,74.91,90,100,3.91,light rain
346,Abu Dhabi,AE,24.4667,54.3667,86.02,82,93,3.44,overcast clouds
347,Kulu,TR,39.0951,33.0799,53.47,82,39,15.88,scattered clouds
348,Opuwo,NA,-18.0607,13.84,68.58,40,0,11.23,clear sky
349,Muisne,EC,0.6,-80.0333,74.79,78,92,8.28,overcast clouds
350,Sterlibashevo,RU,53.4376,55.2578,37.85,83,43,8.72,scattered clouds
351,Callaway,US,30.153,-85.5699,78.98,83,40,12.66,scattered clouds
352,Filadelfia,US,39.9523,-75.1638,63.95,88,100,5.75,thunderstorm
353,Salta,AR,-24.7859,-65.4117,59.59,79,100,14.97,overcast clouds
354,Marystown,CA,47.1666,-55.1483,55.67,92,87,11.79,overcast clouds
355,Serebryansk,KZ,49.6925,83.2892,43.7,87,100,0.54,overcast clouds
356,Varsag,RO,46.5167,25.35,46.42,79,10,2.62,clear sky
357,Alford,GB,57.2326,-2.703,48.94,88,44,8.99,scattered clouds
358,Bathsheba,BB,13.2167,-59.5167,83.01,78,20,9.22,few clouds
359,Melong,CM,5.1218,9.9614,66.43,94,81,2.13,broken clouds
360,Hofn,IS,64.2539,-15.2082,39.83,68,100,5.84,overcast clouds
361,San Antonio,US,29.4241,-98.4936,73.74,44,75,18.41,broken clouds
362,Bolu,TR,40.6667,31.5833,51.96,96,78,3.44,broken clouds
363,Mayumba,GA,-3.432,10.6554,77.47,89,79,8.55,broken clouds
364,Mortka,RU,59.3322,66.0214,38.14,94,96,5.77,overcast clouds
365,Plettenberg Bay,ZA,-34.0527,23.3716,61.32,89,88,4.88,overcast clouds
366,Rawson,AR,-43.3002,-65.1023,64.69,46,22,21.25,few clouds
367,Crossville,US,35.949,-85.0269,55.29,45,0,12.66,clear sky
368,Jacareacanga,BR,-6.2222,-57.7528,76.44,89,49,0.83,moderate rain
369,Yumaguzino,RU,52.9041,56.3933,37.8,85,32,4.43,scattered clouds
370,Taltal,CL,-25.4,-70.4833,63.16,60,21,5.28,few clouds
371,Canela,BR,-29.3656,-50.8156,57.97,81,49,3.62,scattered clouds
372,Bauchi,NG,10.5,10.0,75.85,32,5,1.48,clear sky
373,Tigzirt,DZ,36.8886,4.1198,77.05,54,77,6.6,broken clouds
374,Suez,EG,29.9737,32.5263,69.76,71,33,8.72,scattered clouds
375,Puerto Lempira,HN,15.2667,-83.7667,82.54,74,40,5.75,scattered clouds
376,Benguela,AO,-12.5763,13.4055,74.7,81,66,6.4,broken clouds
377,Puerto Maldonado,PE,-12.6,-69.1833,81.0,83,0,1.14,clear sky
378,Likasi,CD,-10.9814,26.7333,69.12,44,58,1.16,broken clouds
379,Saint Anthony,US,45.0205,-93.218,37.33,46,100,17.27,overcast clouds
380,Tsybuliv,UA,49.0766,29.8461,47.93,41,86,7.2,overcast clouds
381,Villa Bruzual,VE,9.3328,-69.1208,80.33,80,90,2.42,overcast clouds
382,Asfi,MA,32.2994,-9.2372,71.29,65,60,1.66,broken clouds
383,Apac,UG,1.9756,32.5386,63.97,97,84,1.86,broken clouds
384,Ciro Marina,IT,39.3732,17.126,67.77,65,0,6.31,clear sky
385,Brunico,IT,46.7958,11.9364,55.74,93,11,1.05,few clouds
386,Viedma,AR,-40.8135,-62.9967,64.22,45,35,16.13,scattered clouds
387,Portobelo,PA,9.55,-79.65,80.04,81,99,3.38,moderate rain
388,Mayahi,NE,13.9553,7.6712,85.19,18,6,7.9,clear sky
389,Tres Arroyos,AR,-38.3739,-60.2798,65.88,38,92,12.73,overcast clouds
390,Tuscaloosa,US,33.2098,-87.5692,69.85,40,0,12.66,clear sky
391,Krasnyy Yar,RU,46.5331,48.3456,40.93,61,3,3.15,clear sky
392,Bandarbeyla,SO,9.4942,50.8122,77.11,81,7,4.54,clear sky
393,Padang,ID,-0.9492,100.3543,76.87,81,100,3.02,overcast clouds
394,Apatity,RU,67.5641,33.4031,37.53,91,99,9.4,light rain
395,Belleville,CA,44.1788,-77.3705,49.78,78,75,14.97,broken clouds
396,Jumla,NP,29.2747,82.1838,44.98,84,0,4.43,clear sky
397,Mihail Kogalniceanu,RO,44.3667,28.45,48.47,81,0,9.22,clear sky
398,Riesa,DE,51.3,13.3,63.05,78,87,8.52,overcast clouds
399,Conceicao Da Barra,BR,-18.5933,-39.7322,75.2,79,36,9.28,scattered clouds
400,Zilair,RU,52.2332,57.4392,36.01,85,84,3.71,broken clouds
401,Marsh Harbour,BS,26.5412,-77.0636,80.64,62,26,6.35,scattered clouds
402,Abadiania,BR,-16.2042,-48.7069,79.72,25,35,5.57,scattered clouds
403,Biltine,TD,14.5333,20.9167,82.72,22,41,4.61,scattered clouds
404,Uray,RU,60.1247,64.7758,37.83,92,80,6.08,broken clouds
405,Kars,TR,40.602,43.095,45.05,100,75,3.44,broken clouds
406,Axim,GH,4.8699,-2.2405,77.14,88,52,4.88,light rain
407,Kongolo,CD,-5.3833,27.0,71.11,89,69,2.06,light rain
408,Miranda De Ebro,ES,42.6865,-2.947,65.57,69,8,3.47,clear sky
409,Horta,PT,38.5333,-28.6333,58.01,65,100,10.0,overcast clouds
410,Corovode,AL,40.5042,20.2272,56.98,53,0,6.38,clear sky
411,Birjand,IR,32.8663,59.2211,50.47,25,0,6.91,clear sky
412,Guanare,VE,9.0418,-69.7421,77.34,85,99,2.24,overcast clouds
413,Rondonopolis,BR,-16.4708,-54.6356,89.51,27,26,4.07,scattered clouds
414,Kathor,IN,21.3,72.9333,75.94,72,22,4.27,few clouds
415,Umm Lajj,SA,25.0213,37.2685,81.97,56,12,8.03,few clouds
416,Tonj,SS,7.2737,28.6822,72.05,93,100,0.49,light rain
417,Eganville,CA,45.5334,-77.0994,47.53,92,93,5.75,overcast clouds
418,Santa Fe,AR,-31.6333,-60.7,70.02,57,94,5.01,light rain
419,Llanera,ES,43.4619,-5.9311,61.63,98,0,4.61,clear sky
420,Husavik,IS,66.0449,-17.3389,32.77,81,99,11.14,overcast clouds
421,Conde,BR,-7.2597,-34.9075,78.26,73,20,11.5,few clouds
422,Amalapuram,IN,16.5833,82.0167,74.46,95,97,3.47,overcast clouds
423,Birao,CF,10.2849,22.7882,74.86,74,54,3.18,broken clouds
424,Hornepayne,CA,49.2138,-84.7705,30.13,95,100,19.1,snow
425,Ust-Koksa,RU,50.2696,85.6108,35.96,94,89,0.63,overcast clouds
426,Ereymentau,KZ,51.6199,73.1033,38.44,72,97,8.39,overcast clouds
427,Dankov,RU,53.2515,39.1555,42.53,82,68,9.55,broken clouds
428,Jati,PK,24.3539,68.2671,77.43,55,0,9.89,clear sky
429,Ipswich,GB,52.0592,1.1555,55.02,85,20,4.61,few clouds
430,Khokhlovo,RU,59.1492,37.3998,46.35,83,93,11.3,overcast clouds
431,Sembe,CG,1.6481,14.5806,69.55,98,50,0.76,scattered clouds
432,Chisindia,RO,46.2833,22.1,52.84,71,33,3.85,light rain
433,Morondava,MG,-20.2833,44.2833,76.01,77,8,7.7,clear sky
434,Omboue,GA,-1.5746,9.2618,77.04,90,79,7.87,moderate rain
435,Codrington,AU,-38.2667,141.9667,56.39,70,100,6.02,overcast clouds
436,El Doncello,CO,1.6782,-75.2847,78.55,89,48,1.74,scattered clouds
437,Nathdwara,IN,24.9333,73.8167,65.7,56,0,1.97,clear sky
438,Caconda,AO,-13.7333,15.0667,64.24,75,100,1.25,overcast clouds
439,Lethem,GY,3.3803,-59.7968,77.76,84,86,9.4,moderate rain
440,Gavle,SE,60.6745,17.1417,45.37,91,100,1.01,light rain
441,Keti Bandar,PK,24.1447,67.4497,80.15,69,1,12.73,clear sky
442,Koplik,AL,42.2136,19.4364,55.0,50,15,4.41,few clouds
443,Snezhnogorsk,RU,69.1933,33.2531,40.78,78,94,22.3,overcast clouds
444,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,87,93,16.75,overcast clouds
445,Barreirinhas,BR,-2.7469,-42.8264,78.85,83,9,11.3,clear sky
446,Strezhevoy,RU,60.7333,77.5889,39.63,93,100,2.84,overcast clouds
447,Narkevychi,UA,49.5172,26.6418,48.6,51,40,7.61,scattered clouds
448,Kalisz,PL,51.7611,18.091,59.16,60,72,10.67,broken clouds
449,Havelock,US,34.8791,-76.9013,75.2,84,20,12.66,few clouds
450,Voloshka,RU,61.3314,40.0858,41.16,81,70,10.67,broken clouds
451,Rundu,NA,-17.9333,19.7667,73.33,43,57,3.11,broken clouds
452,Nouadhibou,MR,20.931,-17.0347,76.98,65,92,16.11,overcast clouds
453,Pitimbu,BR,-7.4706,-34.8086,79.39,78,87,12.71,overcast clouds
454,Mananjary,MG,-21.2167,48.3333,64.51,92,3,5.01,clear sky
455,El Copey,CO,10.1503,-73.9614,75.9,93,100,5.32,moderate rain
456,Tubuala,PA,9.5167,-79.0333,79.29,84,97,5.5,moderate rain
457,Bougouni,ML,11.417,-7.479,76.41,70,99,2.51,overcast clouds
458,Eresos,GR,39.1667,25.9333,60.89,75,3,26.17,clear sky
459,Beisfjord,NO,68.3751,17.5988,39.04,98,100,5.28,overcast clouds
460,Honningsvag,NO,70.9821,25.9704,40.75,81,100,24.16,light rain
461,Sanlucar La Mayor,ES,37.3871,-6.2011,73.49,65,18,1.01,few clouds
462,Garissa,KE,-0.4536,39.6401,74.84,79,61,14.58,broken clouds
463,Cap Malheureux,MU,-19.9842,57.6142,67.46,75,30,12.84,scattered clouds
464,Aktau,KZ,43.65,51.2,52.38,44,100,9.64,overcast clouds
465,Veselynove,UA,47.3567,31.2349,47.89,57,26,1.19,scattered clouds
466,Malartic,CA,48.1335,-78.1328,42.91,97,100,10.36,moderate rain
467,Montepuez,MZ,-13.1256,38.9997,66.43,84,1,4.27,clear sky
468,Ochakiv,UA,46.6128,31.5498,54.0,60,4,6.33,clear sky
469,Chinhoyi,ZW,-17.3667,30.2,68.94,36,60,8.23,broken clouds
470,Lipin Bor,RU,60.2622,37.9763,44.64,85,96,11.74,light rain
471,Kalabo,ZM,-14.97,22.6814,72.91,35,81,5.01,broken clouds
472,Nhamunda,BR,-2.1861,-56.7131,75.63,93,96,1.72,overcast clouds
473,Ndele,CF,8.4109,20.6473,68.85,85,99,2.21,overcast clouds
474,Ringebu,NO,61.5167,10.1667,40.41,96,100,2.33,overcast clouds
475,La Mana,EC,-0.9333,-79.2167,75.96,83,97,3.24,light rain
476,Thinadhoo,MV,0.5333,72.9333,81.1,72,100,8.01,overcast clouds
477,Westport,US,41.1415,-73.3579,64.44,70,0,9.22,clear sky
478,Henties Bay,NA,-22.116,14.2845,57.92,91,7,5.75,clear sky
479,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,77,40,21.56,thunderstorm
480,Afonso Claudio,BR,-20.0742,-41.1239,69.24,84,70,3.44,broken clouds
481,Alassio,IT,44.0039,8.1671,69.48,80,61,4.83,broken clouds
482,Outjo,NA,-20.1167,16.15,67.37,56,38,7.29,scattered clouds
483,Aksarayskiy,RU,46.7924,48.0119,46.31,55,7,3.98,clear sky
484,Acarau,BR,-2.8856,-40.12,79.38,79,88,21.25,overcast clouds
485,San Gavino Monreale,IT,39.5514,8.7917,67.46,86,99,4.81,overcast clouds
486,Kozhva,RU,65.1073,57.0459,43.2,92,100,10.4,light rain
487,Bisira,PA,8.5196,-81.7115,61.5,97,97,0.83,moderate rain
488,Vagur,FO,61.4732,-6.8119,47.25,83,58,24.02,broken clouds
489,Krasnyy Gulyay,RU,54.0282,48.3333,41.09,82,100,14.38,overcast clouds
490,Hyeres,FR,43.1167,6.1167,67.68,81,0,2.3,clear sky
491,Manicore,BR,-5.8092,-61.3003,84.15,79,0,1.14,clear sky
492,Reo,BF,12.3167,-2.4667,82.56,39,72,8.05,broken clouds
493,Zhovti Vody,UA,48.3473,33.5003,46.99,58,29,3.69,scattered clouds
494,Chaplynka,UA,46.3651,33.5403,49.1,68,1,4.83,clear sky
495,Chimore,BO,-16.9833,-65.1333,78.91,58,46,2.3,scattered clouds
496,Grindavik,IS,63.8424,-22.4338,39.67,75,40,3.44,scattered clouds
497,Lyantonde,UG,-0.4031,31.1572,60.64,87,58,2.06,broken clouds
498,Illapel,CL,-31.6308,-71.1653,58.01,64,0,5.21,clear sky
499,Gamba,GA,-2.65,10.0,77.11,90,100,6.2,overcast clouds
500,Mishkino,RU,55.3389,63.9175,38.05,89,55,8.72,broken clouds
501,Ancud,CL,-41.8697,-73.8203,70.23,72,2,3.58,clear sky
502,Siva,EG,29.2041,25.5195,72.3,57,68,9.73,broken clouds
503,Vila Do Maio,CV,15.1333,-23.2167,77.79,79,100,13.91,overcast clouds
504,Manakara,MG,-22.1333,48.0167,64.38,92,10,4.25,clear sky
505,Vitoria,BR,-20.3194,-40.3378,76.86,85,75,12.66,broken clouds
506,Anloga,GH,5.7947,0.8973,79.43,83,44,6.42,scattered clouds
507,Cassilandia,BR,-19.1133,-51.7342,83.44,32,69,4.56,broken clouds
508,Taoudenni,ML,22.6783,-3.9836,86.88,14,43,12.26,scattered clouds
509,Trifesti,RO,47.45,27.5167,50.38,58,64,5.26,broken clouds
510,Havoysund,NO,70.9963,24.6622,41.23,67,91,28.61,light rain
511,Ambilobe,MG,-13.2,49.05,69.15,73,80,4.45,broken clouds
512,Shelburne,CA,44.0787,-80.2041,41.76,83,88,11.86,overcast clouds
513,Farkhor,TJ,37.4922,69.4036,64.06,39,97,3.96,overcast clouds
514,Andrelandia,BR,-21.7397,-44.3092,67.64,70,98,4.56,overcast clouds
515,Praia,CV,14.9215,-23.5087,77.54,78,0,13.8,clear sky
516,Lancaster,US,40.2504,-76.2499,60.3,59,100,9.22,overcast clouds
517,Polovinnoye,RU,54.7914,65.9864,40.03,89,85,6.62,overcast clouds
518,Unai,BR,-16.3575,-46.9061,80.28,26,8,3.85,clear sky
519,Megion,RU,61.0296,76.1136,39.22,93,100,2.62,overcast clouds
520,Hwange,ZW,-18.3693,26.5019,75.97,34,34,5.14,scattered clouds
521,Mapiripan,CO,2.8892,-72.1256,79.07,77,72,2.13,broken clouds
522,Abapo,BO,-18.8333,-63.4667,74.23,55,98,2.28,overcast clouds
523,Alta Floresta,BR,-9.8756,-56.0861,77.45,69,90,3.87,light rain
524,Mogadishu,SO,2.0371,45.3438,77.76,82,100,10.76,overcast clouds
525,Dharchula,IN,29.85,80.5333,56.59,58,0,6.38,clear sky
526,Tasgaon,IN,17.0333,74.6,72.9,89,96,3.09,overcast clouds
527,Tabou,CI,4.423,-7.3528,76.15,89,80,4.79,light rain
528,Shujaabad,PK,29.8797,71.2931,73.45,23,0,7.65,clear sky
529,Apatou,GF,5.155,-54.3472,76.71,88,63,4.09,broken clouds
530,Vitry-Le-Francois,FR,48.7333,4.5833,63.01,98,100,1.68,light rain
531,Pyaozerskiy,RU,65.8333,31.1667,42.51,85,99,12.55,overcast clouds
532,Loding,NO,67.3,14.75,42.71,75,100,11.5,overcast clouds
533,Uravakonda,IN,14.95,77.2667,74.03,85,100,7.05,overcast clouds
534,Hamilton,US,39.1834,-84.5333,46.76,43,0,23.02,clear sky
535,Mango,US,27.9797,-82.3065,82.94,82,40,5.75,scattered clouds
536,Sarahan,IN,31.5167,77.8,46.71,64,1,5.17,clear sky
537,Ornskoldsvik,SE,63.2909,18.7153,40.15,93,40,4.61,scattered clouds
538,Camamu,BR,-13.9447,-39.1039,71.35,88,0,4.21,clear sky
539,Borazjan,IR,29.2666,51.2159,80.55,40,6,1.92,clear sky
540,Hemsedal,NO,60.8629,8.5534,39.33,97,100,1.61,overcast clouds
541,Buy,RU,58.4786,41.53,46.15,78,98,13.56,overcast clouds
542,Mocuba,MZ,-16.8392,36.9856,70.5,91,1,1.54,clear sky
543,Fort-Shevchenko,KZ,44.5086,50.263,55.89,58,100,11.01,overcast clouds
544,Calama,CL,-22.4667,-68.9333,68.49,21,0,25.32,clear sky
545,Road Town,VG,18.4167,-64.6167,84.24,79,20,3.44,few clouds
546,Puerto Carreno,CO,6.189,-67.4859,87.78,66,40,6.91,scattered clouds
547,Aksarka,RU,66.5606,67.7975,32.29,96,76,9.15,broken clouds
548,Kudinovo,RU,54.9994,36.2533,41.9,96,84,8.1,broken clouds
549,Parabel,RU,58.6978,81.4825,35.69,79,100,1.83,light rain
550,Sharjah,AE,25.3573,55.4033,84.18,88,77,4.61,fog
551,Terny,UA,50.9833,33.9833,44.28,59,86,7.87,overcast clouds
552,Manadhoo,MV,5.7667,73.3833,80.64,78,100,19.51,overcast clouds
553,Barra Do Garcas,BR,-15.89,-52.2567,85.62,23,20,3.27,few clouds
554,Hima,UG,0.2958,30.1804,63.84,94,87,1.99,overcast clouds
555,Nokaneng,BW,-19.6667,22.2667,71.94,47,82,11.88,broken clouds
556,Ilmajoki,FI,62.7333,22.5667,39.76,99,20,4.61,few clouds
557,Kastamonu,TR,41.5,33.6667,48.87,89,68,3.2,broken clouds
558,Bud,US,39.447,-86.1758,43.47,56,72,15.61,broken clouds
559,Rio Gallegos,AR,-51.6226,-69.2181,68.05,15,0,12.66,clear sky
560,Antsohihy,MG,-14.8796,47.9875,70.84,69,8,4.38,clear sky
561,Tuljapur,IN,18.0,76.0833,72.91,81,88,4.23,overcast clouds
562,Todiresti,RO,47.3167,26.8333,45.64,43,25,5.01,scattered clouds
563,Liman,UA,48.9884,37.8023,44.04,65,14,4.25,few clouds
564,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.37,95,84,1.95,broken clouds
565,Camana,PE,-16.6228,-72.7111,63.07,79,60,6.29,broken clouds
566,Joao Alfredo,BR,-7.8558,-35.5883,69.24,86,87,9.17,overcast clouds
567,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,88,75,11.5,broken clouds
568,Huarmey,PE,-10.0681,-78.1522,63.95,79,23,9.42,few clouds
569,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,67.32,83,100,4.43,moderate rain
570,Jalu,LY,29.0331,21.5482,66.6,58,7,10.33,clear sky
571,Alekseyevka,RU,50.6309,38.6903,46.33,64,94,7.99,overcast clouds
572,Sfantu Gheorghe,RO,45.8667,25.7833,40.93,66,3,2.19,clear sky
573,Turukhansk,RU,65.8167,87.9833,30.99,99,99,4.68,light snow
